,Coniosporium_tulheliwenetii,Neophaeococcomyces_mojaviensis,Taxawa_tesnikishii,descriptions
IPR012472,1,1,1,"Mitochondrial adapter protein MCP1, transmembrane domain"
IPR039960,1,1,1,Mitochondrial adapter protein MCP1
IPR022755,5,5,4,"Zinc finger, double-stranded RNA binding"
IPR036236,35,43,33,Zinc finger C2H2 superfamily
IPR001279,12,27,11,Metallo-beta-lactamase
IPR036866,20,35,22,Ribonuclease Z/Hydroxyacylglutathione hydrolase-like
IPR000262,6,13,11,FMN-dependent dehydrogenase
IPR001199,19,23,21,Cytochrome b5-like heme/steroid binding domain
IPR008259,3,7,6,"FMN-dependent alpha-hydroxy acid dehydrogenase, active site"
IPR018506,9,13,10,"Cytochrome b5, heme-binding site"
IPR036400,19,23,23,Cytochrome b5-like heme/steroid binding domain superfamily
IPR037396,6,13,11,FMN hydroxy acid dehydrogenase domain
IPR037458,3,5,3,"L-mandelate/L-lactate dehydrogenase, FMN-binding domain"
IPR001958,4,11,4,Tetracycline resistance protein TetA/multidrug resistance protein MdtG
IPR006003,1,1,1,"FGGY carbohydrate kinase, pentulose kinase"
IPR018484,4,3,4,"Carbohydrate kinase, FGGY, N-terminal"
IPR018485,4,3,4,"Carbohydrate kinase, FGGY, C-terminal"
IPR001806,25,23,25,Small GTPase
IPR005225,38,36,36,Small GTP-binding protein domain
IPR029675,1,0,0,GPI-GalNAc transferase PGAP4
IPR003960,22,15,20,"ATPase, AAA-type, conserved site"
IPR005937,6,6,5,26S proteasome regulatory subunit P45-like
IPR012340,58,61,56,"Nucleic acid-binding, OB-fold"
IPR032501,5,5,5,Proteasomal ATPase OB C-terminal domain
IPR035261,1,1,1,26S proteasome regulatory subunit 8
IPR041569,16,9,12,"AAA ATPase, AAA+ lid domain"
IPR004713,6,7,5,Calcium/proton exchanger
IPR004837,7,8,7,Sodium/calcium exchanger membrane region
IPR005185,1,1,1,Inner membrane component domain
IPR044880,7,8,7,"NCX, central ion-binding domain superfamily"
IPR007196,1,1,1,"CCR4-Not complex component, Not1, C-terminal"
IPR024557,1,1,1,"CCR4-NOT transcription complex subunit 1, domain 4"
IPR032191,1,1,1,"CCR4-NOT transcription complex subunit 1, CAF1-binding domain"
IPR032193,1,1,1,"CCR4-NOT transcription complex subunit 1, TTP binding domain"
IPR032194,1,1,1,"CCR4-NOT transcription complex subunit 1, HEAT repeat"
IPR038535,1,1,1,"CCR4-NOT subunit 1, TTP binding domain superfamily"
IPR040398,1,1,1,CCR4-NOT transcription complex subunit 1
IPR001060,4,4,4,FCH domain
IPR027267,20,18,21,AH/BAR domain superfamily
IPR031160,4,3,4,F-BAR domain
IPR012816,2,2,2,NADAR
IPR037238,2,2,2,YbiA-like superfamily
IPR000648,5,7,6,Oxysterol-binding protein
IPR018494,3,6,5,"Oxysterol-binding protein, conserved site"
IPR037239,5,7,6,Oxysterol-binding protein superfamily
IPR011010,2,9,1,"DNA breaking-rejoining enzyme, catalytic core"
IPR013762,2,8,0,"Integrase-like, catalytic domain superfamily"
IPR021842,10,2,0,Protein of unknown function DUF3435
IPR005841,1,1,1,Alpha-D-phosphohexomutase superfamily
IPR005843,2,2,3,"Alpha-D-phosphohexomutase, C-terminal"
IPR005844,3,2,3,"Alpha-D-phosphohexomutase, alpha/beta/alpha domain I"
IPR005845,2,1,2,"Alpha-D-phosphohexomutase, alpha/beta/alpha domain II"
IPR005846,2,1,3,"Alpha-D-phosphohexomutase, alpha/beta/alpha domain III"
IPR016055,3,2,3,"Alpha-D-phosphohexomutase, alpha/beta/alpha I/II/III"
IPR016066,3,2,3,"Alpha-D-phosphohexomutase, conserved site"
IPR036900,2,2,3,"Alpha-D-phosphohexomutase, C-terminal domain superfamily"
IPR045244,1,1,1,Phosphoglucomutase
IPR006133,4,3,5,"DNA-directed DNA polymerase, family B, exonuclease domain"
IPR006134,4,3,4,"DNA-directed DNA polymerase, family B, multifunctional domain"
IPR006172,4,3,4,"DNA-directed DNA polymerase, family B"
IPR012337,29,36,30,Ribonuclease H-like superfamily
IPR015088,1,1,1,"Zinc finger, DNA-directed DNA polymerase, family B, alpha"
IPR017964,3,3,3,"DNA-directed DNA polymerase, family B, conserved site"
IPR023211,4,3,4,"DNA polymerase, palm domain superfamily"
IPR024647,1,1,1,"DNA polymerase alpha catalytic subunit, N-terminal domain"
IPR036397,27,30,25,Ribonuclease H superfamily
IPR038256,1,1,1,"DNA polymerase alpha, zinc finger domain superfamily"
IPR042087,4,3,4,"DNA polymerase family B, thumb domain"
IPR045846,1,1,1,"DNA polymerase alpha catalytic subunit, catalytic domain"
IPR013520,6,10,6,"Exonuclease, RNase T/DNA polymerase III"
IPR022894,1,1,1,Oligoribonuclease
IPR025700,3,3,2,L-lysine 6-monooxygenase/L-ornithine 5-monooxygenase
IPR039421,12,10,10,Type 1 protein exporter
IPR001242,2,3,2,Condensation domain
IPR006162,5,8,6,Phosphopantetheine attachment site
IPR020806,7,10,5,"Polyketide synthase, phosphopantetheine-binding domain"
IPR023213,10,18,8,Chloramphenicol acetyltransferase-like domain superfamily
IPR007217,1,1,1,Per1-like
IPR002921,4,7,4,Fungal lipase-like domain
IPR003123,3,3,3,VPS9 domain
IPR037191,3,3,3,VPS9 domain superfamily
IPR045046,2,2,2,Vacuolar protein sorting-associated protein 9-like
IPR003788,2,2,2,Protein arginine methyltransferase NDUFAF7
IPR038375,2,2,2,Protein arginine methyltransferase NDUFAF7 superfamily
IPR045267,1,0,0,"Cyclin-dependent kinase 11/PITSLRE, catalytic domain"
IPR005475,6,7,5,"Transketolase-like, pyrimidine-binding domain"
IPR009014,9,8,8,Transketolase C-terminal/Pyruvate-ferredoxin oxidoreductase domain II
IPR027110,1,0,1,Pyruvate dehydrogenase E1 component subunit beta
IPR029061,18,27,15,Thiamin diphosphate-binding fold
IPR033248,3,5,4,"Transketolase, C-terminal domain"
IPR037738,1,0,1,Protein Ecm13-like
IPR007231,1,1,1,Nucleoporin interacting component Nup93/Nic96
IPR007325,4,5,3,Kynurenine formamidase/cyclase-like
IPR037175,4,5,3,Kynurenine formamidase superfamily
IPR000120,4,6,4,Amidase
IPR004412,1,1,1,Glutamyl-tRNA(Gln) amidotransferase A subunit
IPR023631,14,21,19,Amidase signature domain
IPR036928,14,21,19,Amidase signature (AS) superfamily
IPR000268,1,0,1,DNA-directed RNA polymerase subunit RPABC5/Rpb10
IPR020789,1,0,1,"RNA polymerases, subunit N, zinc binding site"
IPR023580,1,0,1,RNA polymerase subunit RPB10
IPR011044,3,5,3,"Quinoprotein amine dehydrogenase, beta chain-like"
IPR004827,15,25,17,Basic-leucine zipper domain
IPR044280,1,0,1,Transcriptional activator Hac1/HY5
IPR046347,16,29,18,Basic-leucine zipper domain superfamily
IPR024884,2,1,2,N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D
IPR003099,1,1,1,Prephenate dehydrogenase
IPR008927,22,34,32,"6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily"
IPR012385,1,1,1,"Prephenate dehydrogenase, fungal"
IPR001971,2,3,2,Ribosomal protein S11
IPR018102,1,2,1,"Ribosomal S11, conserved site"
IPR036967,2,3,2,Ribosomal protein S11 superfamily
IPR007946,1,1,1,"A1 cistron-splicing factor, AAR2"
IPR033647,1,1,1,"AAR2, N-terminal"
IPR033648,1,1,1,"AAR2, C-terminal"
IPR038514,1,1,1,"AAR2, C-terminal domain superfamily"
IPR038516,1,1,1,"AAR2, N-terminal domain superfamily"
IPR000560,5,9,10,"Histidine phosphatase superfamily, clade-2"
IPR037446,1,1,1,"Histidine acid phosphatase, VIP1 family"
IPR040557,1,1,1,"VIP1, N-terminal"
IPR007319,1,1,1,"Small-subunit processome, Utp21"
IPR011047,13,9,15,Quinoprotein alcohol dehydrogenase-like superfamily
IPR019775,51,51,51,"WD40 repeat, conserved site"
IPR006179,2,3,3,5'-Nucleotidase/apyrase
IPR014485,1,2,2,"Predicted phosphoesterase, C1039.02 type"
IPR036907,3,3,3,"5'-Nucleotidase, C-terminal domain superfamily"
IPR000408,7,3,6,"Regulator of chromosome condensation, RCC1"
IPR009091,7,4,6,Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
IPR006913,13,13,14,CENP-V/GFA domain
IPR011057,17,18,19,Mss4-like superfamily
IPR006614,2,1,1,Peroxin/Ferlin domain
IPR010482,2,1,2,Peroxin domain
IPR005341,1,0,1,Mitochondrial import inner membrane translocase subunit Tim16
IPR036869,36,28,26,Chaperone J-domain superfamily
IPR006629,1,0,0,LPS-induced tumour necrosis factor alpha factor
IPR037519,1,0,0,LITAF domain containing protein
IPR000612,3,3,4,Proteolipid membrane potential modulator
IPR015157,1,1,1,Translation machinery associated TMA7
IPR044092,1,1,1,"Serine/threonine-protein PRP4, catalytic domain"
IPR029498,9,7,2,"Prion-inhibition and propagation, HeLo domain"
IPR038305,9,7,2,HeLo domain superfamily
IPR005455,1,0,1,Profilin
IPR027310,1,0,1,Profilin conserved site
IPR036140,1,0,1,Profilin superfamily
IPR003892,4,5,6,Ubiquitin system component CUE
IPR041803,1,0,1,"RNA polymerase II degradation factor 1, CUE domain"
IPR006671,8,7,8,"Cyclin, N-terminal"
IPR013763,9,8,10,Cyclin-like
IPR036915,13,12,13,Cyclin-like superfamily
IPR043198,5,4,5,Cyclin/Cyclin-like subunit Ssn8
IPR045518,6,0,3,2EXR domain
IPR013960,1,1,1,DASH complex subunit Duo1
IPR015408,1,1,0,"Zinc finger, Mcm10/DnaG-type"
IPR040184,1,1,1,Minichromosome maintenance protein 10
IPR004344,1,1,1,Tubulin-tyrosine ligase/Tubulin polyglutamylase
IPR019024,1,1,1,"Ribonuclease H2 subunit B, wHTH domain"
IPR027746,3,1,2,Probable tubulin-tyrosine ligase
IPR040456,1,1,1,Ribonuclease H2 subunit B
IPR041195,1,1,1,"Rnh202, triple barrel domain"
IPR000705,1,1,1,Galactokinase
IPR006203,3,3,2,"GHMP kinase, ATP-binding, conserved site"
IPR006204,5,5,5,GHMP kinase N-terminal domain
IPR006206,1,1,1,Mevalonate/galactokinase
IPR013750,2,3,4,"GHMP kinase, C-terminal domain"
IPR014721,19,17,20,"Ribosomal protein S5 domain 2-type fold, subgroup"
IPR019539,1,2,1,"Galactokinase, N-terminal  domain"
IPR019741,1,1,1,"Galactokinase, conserved site"
IPR020568,27,26,29,Ribosomal protein S5 domain 2-type fold
IPR036554,5,5,5,"GHMP kinase, C-terminal domain superfamily"
IPR002818,5,5,3,DJ-1/PfpI
IPR029062,19,19,17,Class I glutamine amidotransferase-like
IPR001818,1,2,0,"Peptidase M10, metallopeptidase"
IPR002477,1,2,0,Peptidoglycan binding-like
IPR006026,2,4,0,"Peptidase, metallopeptidase"
IPR021190,1,2,0,Peptidase M10A
IPR024079,13,18,9,"Metallopeptidase, catalytic domain superfamily"
IPR036365,1,3,0,PGBD-like superfamily
IPR036366,1,2,0,PGBD superfamily
IPR018305,1,1,1,"Ribosomal protein L50, mitochondria"
IPR039301,1,1,1,Protein Sip5/DA2
IPR021833,4,10,9,Protein of unknown function DUF3425
IPR004360,7,14,6,Glyoxalase/fosfomycin resistance/dioxygenase domain
IPR029068,11,22,8,Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase
IPR037523,8,14,6,Vicinal oxygen chelate (VOC) domain
IPR004000,11,9,10,Actin family
IPR027668,1,1,1,Actin-related protein 8/Plant actin-related protein 9
IPR006689,7,5,7,"Small GTPase superfamily, ARF/SAR type"
IPR024156,3,2,3,"Small GTPase superfamily, ARF type"
IPR021840,6,22,2,Protein of unknown function DUF3433
IPR000511,2,1,1,Holocytochrome c/c1 synthase
IPR027799,1,1,1,"Replication termination factor 2, RING-finger"
IPR011016,4,5,4,"Zinc finger, RING-CH-type"
IPR000361,2,2,1,FeS cluster biogenesis
IPR016092,2,2,1,FeS cluster insertion protein
IPR035903,2,2,1,HesB-like domain superfamily
IPR000192,7,10,8,Aminotransferase class V domain
IPR010111,1,2,1,Kynureninase
IPR025279,1,1,1,Stress response protein NST1
IPR003578,8,7,7,Small GTPase Rho
IPR016657,1,1,1,Phosphoacetylglucosamine mutase
IPR008551,1,1,1,Transport and Golgi organisation protein 2
IPR004345,2,2,2,TB2/DP1/HVA22-related protein
IPR009446,1,1,1,Mitochondrial genome maintenance protein Mgm101
IPR035254,1,1,1,26S Proteasome regulatory subunit 6A
IPR007751,4,4,5,"Domain of unknown function DUF676, lipase-like"
IPR044294,2,2,2,Lipase-like
IPR000210,30,29,21,BTB/POZ domain
IPR003131,1,1,0,Potassium channel tetramerisation-type BTB domain
IPR011333,39,41,30,SKP1/BTB/POZ domain superfamily
IPR000595,4,3,3,Cyclic nucleotide-binding domain
IPR002641,8,9,12,Patatin-like phospholipase domain
IPR016035,21,26,19,Acyl transferase/acyl hydrolase/lysophospholipase
IPR018490,4,3,3,Cyclic nucleotide-binding domain superfamily
IPR014311,1,0,1,Guanine deaminase
IPR003819,4,11,11,TauD/TfdA-like domain
IPR010376,1,1,0,"Gamma-butyrobetaine hydroxylase-like, N-terminal"
IPR012776,1,1,1,Trimethyllysine dioxygenase
IPR038492,2,1,0,"GBBH-like, N-terminal domain superfamily"
IPR042098,4,11,11,Taurine dioxygenase TauD-like superfamily
IPR026832,1,1,0,Asteroid
IPR029060,9,8,8,PIN-like domain superfamily
IPR039436,1,1,1,Asteroid domain
IPR001206,2,1,2,"Diacylglycerol kinase, catalytic domain"
IPR016064,5,4,5,NAD kinase/diacylglycerol kinase-like domain superfamily
IPR017438,5,4,5,"Inorganic polyphosphate/ATP-NAD kinase, N-terminal"
IPR004143,3,4,3,"Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL), catalytic domain"
IPR004408,1,1,1,Biotin--acetyl-CoA-carboxylase ligase
IPR019197,1,1,1,"Biotin-protein ligase, N-terminal"
IPR013112,10,9,8,FAD-binding 8
IPR013130,10,9,8,Ferric reductase transmembrane component-like domain
IPR017927,23,32,25,"FAD-binding domain, ferredoxin reductase-type"
IPR003437,1,0,1,Glycine dehydrogenase (decarboxylating)
IPR020581,1,1,1,Glycine cleavage system P protein
IPR000717,18,16,17,Proteasome component (PCI) domain
IPR008905,1,1,1,"Eukaryotic translation initiation factor 3 subunit C, N-terminal domain"
IPR027516,1,1,1,Eukaryotic translation initiation factor 3 subunit C
IPR001608,1,1,2,"Alanine racemase, N-terminal"
IPR011078,1,0,1,Pyridoxal phosphate homeostasis protein
IPR029066,2,1,4,PLP-binding barrel
IPR002553,8,5,9,"Clathrin/coatomer adaptor, adaptin-like, N-terminal"
IPR003164,1,0,0,"Clathrin adaptor, alpha-adaptin, appendage, C-terminal subdomain"
IPR008152,3,0,3,"Clathrin adaptor, alpha/beta/gamma-adaptin, appendage, Ig-like subdomain"
IPR009028,1,1,1,"Coatomer/calthrin adaptor appendage, C-terminal subdomain"
IPR012295,2,2,2,TBP domain superfamily
IPR013041,4,1,4,"Clathrin adaptor, appendage, Ig-like subdomain superfamily"
IPR017104,1,0,0,"Adaptor protein complex AP-2, alpha subunit"
IPR011513,1,1,1,Non-structural maintenance of chromosomes element 1
IPR001810,31,45,32,F-box domain
IPR036047,29,41,32,F-box-like domain superfamily
IPR000242,2,3,2,"Tyrosine-specific protein phosphatase, PTPase domain"
IPR000387,9,13,10,Tyrosine-specific protein phosphatases domain
IPR003595,3,3,4,"Protein-tyrosine phosphatase, catalytic"
IPR016130,10,14,11,"Protein-tyrosine phosphatase, active site"
IPR029021,13,18,14,Protein-tyrosine phosphatase-like
IPR007396,1,1,1,Transcriptional regulator PAI 2-type
IPR012349,11,11,13,FMN-binding split barrel
IPR000277,6,3,5,"Cys/Met metabolism, pyridoxal phosphate-dependent enzyme"
IPR004854,2,2,2,Ubiquitin fusion degradation protein Ufd1-like
IPR032353,1,1,1,"Ubiquitin-protein ligase E3A, N-terminal zinc-binding domain"
IPR042299,2,2,2,"Ufd1-like, Nn domain"
IPR042556,1,1,1,"Ubiquitin-protein ligase E3A, N-terminal zinc-binding domain superfamily"
IPR019180,1,1,1,"Oxidoreductase-like, N-terminal"
IPR039251,1,1,1,Oxidoreductase-like domain-containing protein 1
IPR013174,1,1,1,Dolichol-phosphate mannosyltransferase subunit 3
IPR040144,1,0,1,Rap1 GTPase-GDP dissociation stimulator 1
IPR000172,13,14,16,"Glucose-methanol-choline oxidoreductase, N-terminal"
IPR007867,13,15,15,"Glucose-methanol-choline oxidoreductase, C-terminal"
IPR012132,11,14,17,Glucose-methanol-choline oxidoreductase
IPR016160,11,12,11,"Aldehyde dehydrogenase, cysteine active site"
IPR029510,12,16,14,"Aldehyde dehydrogenase, glutamic acid active site"
IPR001509,10,21,15,NAD-dependent epimerase/dehydratase
IPR004254,2,2,3,AdipoR/Haemolysin-III-related
IPR007109,5,5,5,Brix domain
IPR045112,1,1,1,Protein Peter Pan-like
IPR000629,20,19,20,"ATP-dependent RNA helicase DEAD-box, conserved site"
IPR011545,40,51,57,DEAD/DEAH box helicase domain
IPR014014,19,20,19,"RNA helicase, DEAD-box type, Q motif"
IPR044765,1,1,0,"DDX47/Rrp3, DEAD-box helicase domain"
IPR000399,2,2,1,"TPP-binding enzyme, conserved site"
IPR011766,6,14,6,"Thiamine pyrophosphate enzyme, C-terminal TPP-binding"
IPR012000,6,14,6,"Thiamine pyrophosphate enzyme, central domain"
IPR012001,6,13,6,"Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain"
IPR012846,1,1,1,"Acetolactate synthase, large subunit, biosynthetic"
IPR029035,14,21,14,DHS-like NAD/FAD-binding domain superfamily
IPR039368,1,1,1,"Acetolactate synthase large subunit, TPP binding domain"
IPR045229,3,6,3,Thiamine pyrophosphate enzyme
IPR021582,1,1,1,Altered inheritance of mitochondria protein 21
IPR019365,1,1,1,TVP18/Calcium channel flower
IPR005809,1,2,1,"Succinate--CoA synthetase, beta subunit"
IPR005811,4,6,4,ATP-citrate lyase/succinyl-CoA ligase
IPR013650,2,2,2,"ATP-grasp fold, succinyl-CoA synthetase-type"
IPR013815,7,8,7,"ATP-grasp fold, subdomain 1"
IPR016102,5,7,5,Succinyl-CoA synthetase-like
IPR017866,2,4,2,"Succinyl-CoA synthetase, beta subunit, conserved site"
IPR021641,1,0,1,Protein of unknown function DUF3245
IPR002155,5,6,5,Thiolase
IPR016039,16,24,13,Thiolase-like
IPR020610,1,3,2,"Thiolase, active site"
IPR020613,5,8,5,"Thiolase, conserved site"
IPR020615,4,6,4,"Thiolase, acyl-enzyme intermediate active site"
IPR020616,7,9,6,"Thiolase, N-terminal"
IPR020617,6,9,6,"Thiolase, C-terminal"
IPR001510,1,1,1,"Zinc finger, PARP-type"
IPR017956,4,1,7,"AT hook, DNA-binding motif"
IPR036957,1,1,1,"Zinc finger, PARP-type superfamily"
IPR002867,7,6,6,IBR domain
IPR031127,7,4,6,E3 ubiquitin ligase RBR family
IPR044066,9,7,7,TRIAD supradomain
IPR003864,5,6,5,"CSC1/OSCA1-like, 7TM region"
IPR027815,5,5,5,"CSC1/OSCA1-like, cytosolic domain"
IPR032880,5,5,5,"CSC1/OSCA1-like, N-terminal transmembrane domain"
IPR045122,5,6,6,Calcium permeable stress-gated cation channel 1-like
IPR021848,3,1,3,"Haem-dependent oxidative N-demethylase, alpha subunit-like"
IPR006015,2,1,2,Universal stress protein A family
IPR006016,2,2,2,UspA
IPR001623,33,27,24,DnaJ domain
IPR018253,14,12,11,"DnaJ domain, conserved site"
IPR032003,1,1,1,Ribosome-associated complex head domain
IPR042569,1,1,1,Ribosome-associated complex head domain superfamily
IPR044634,1,1,1,J-protein Zuotin/DnaJC2
IPR000237,2,1,2,GRIP domain
IPR024661,1,0,1,"DNA-directed RNA polymerase III, subunit Rpc31"
IPR002524,9,8,8,Cation efflux protein
IPR027469,9,8,8,Cation efflux transmembrane domain superfamily
IPR029164,1,1,1,Phosphatidylinositol N-acetylglucosaminyltransferase subunit Y
IPR015672,1,1,1,The Golgi pH regulator/GPCR-type G protein
IPR022535,1,1,1,"Golgi pH regulator, conserved domain"
IPR025969,1,1,1,Abscisic acid G-protein coupled receptor-like domain
IPR000061,2,2,3,SWAP/Surp
IPR006569,5,6,4,CID domain
IPR008942,14,14,13,ENTH/VHS
IPR035967,2,2,3,SWAP/Surp superfamily
IPR044924,1,1,1,"HAD-superfamily hydrolase, subfamily IA, REG-2-like, capping domain superfamily"
IPR000590,1,0,1,"Hydroxymethylglutaryl-coenzyme A synthase, active site"
IPR010122,1,0,1,"Hydroxymethylglutaryl-CoA synthase, eukaryotic"
IPR013528,1,0,1,"Hydroxymethylglutaryl-coenzyme A synthase, N-terminal"
IPR013746,1,0,2,"Hydroxymethylglutaryl-coenzyme A synthase, C-terminal domain"
IPR002168,2,2,1,"Lipase, GDXG, putative histidine active site"
IPR000403,7,7,8,"Phosphatidylinositol 3-/4-kinase, catalytic domain"
IPR003151,3,3,3,"PIK-related kinase, FAT"
IPR003152,4,4,2,FATC domain
IPR012993,1,1,1,UME domain
IPR014009,4,4,4,PIK-related kinase
IPR018936,5,6,6,"Phosphatidylinositol 3/4-kinase, conserved site"
IPR036940,6,6,7,"Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily"
IPR020164,1,1,1,Cytochrome c oxidase assembly protein COX16
IPR002125,5,7,4,Cytidine and deoxycytidylate deaminase domain
IPR016193,6,10,6,Cytidine deaminase-like
IPR019313,1,1,1,"Mediator complex, subunit Med17"
IPR009453,1,1,1,IMP-specific 5-nucleotidase
IPR000023,1,1,1,Phosphofructokinase domain
IPR009161,1,1,1,"ATP-dependent 6-phosphofructokinase, eukaryotic-type"
IPR015912,1,1,1,"Phosphofructokinase, conserved site"
IPR022953,1,1,1,ATP-dependent 6-phosphofructokinase
IPR035966,1,1,1,Phosphofructokinase superfamily
IPR025066,1,1,1,Coiled-coil domain-containing protein 174-like
IPR001342,1,1,1,"Homoserine dehydrogenase, catalytic"
IPR005106,1,1,1,"Aspartate/homoserine dehydrogenase, NAD-binding"
IPR011147,1,1,1,Bifunctional aspartokinase/homoserine dehydrogenase I
IPR019811,1,1,1,"Homoserine dehydrogenase, conserved site"
IPR022697,1,1,1,Homoserine dehydrogenase lacking ACT domain
IPR019460,1,1,1,"Autophagy-related protein 11, C-terminal"
IPR040040,1,1,1,Autophagy-related protein 11
IPR045326,2,2,2,Autophagy protein ATG17-like domain
IPR008426,1,0,0,"Centromere protein H, C-terminal"
IPR040034,1,0,0,Centromere protein H
IPR009071,7,11,9,High mobility group box domain
IPR036910,10,11,10,High mobility group box domain superfamily
IPR001733,1,1,1,Peptidase S26B
IPR015927,1,3,1,Peptidase S24/S26A/S26B/S26C
IPR019533,3,3,3,Peptidase S26
IPR019756,1,1,1,"Peptidase S26A, signal peptidase I, serine active site"
IPR036286,3,5,3,LexA/Signal peptidase-like superfamily
