,Coniosporium_tulheliwenetii,Neophaeococcomyces_mojaviensis,Taxawa_tesnikishii,descriptions
PF00172,37,100,47,Fungal Zn(2)-Cys(6) binuclear cluster domain
PF00642,9,5,7,Zinc finger C-x8-C-x5-C-x3-H type (and similar)
PF14608,3,3,2,"RNA-binding, Nab2-type zinc finger"
PF18044,1,2,2,CCCH-type zinc finger
PF01323,4,3,2,DSBA-like thioredoxin domain
PF00583,16,24,30,Acetyltransferase (GNAT) family
PF13508,9,19,11,Acetyltransferase (GNAT) domain
PF02541,1,2,1,Ppx/GppA phosphatase family
PF05670,2,2,1,NFACT protein RNA binding domain
PF05833,1,1,1,NFACT N-terminal and middle domains
PF11923,1,1,1,NFACT protein C-terminal domain
PF01217,4,5,6,Clathrin adaptor complex small chain
PF00562,3,2,3,"RNA polymerase Rpb2, domain 6"
PF04560,2,2,3,"RNA polymerase Rpb2, domain 7"
PF04561,3,2,3,"RNA polymerase Rpb2, domain 2"
PF04565,3,2,3,"RNA polymerase Rpb2, domain 3"
PF06883,1,0,1,"RNA polymerase I, Rpa2 specific domain"
PF04563,3,2,3,RNA polymerase beta subunit
PF12273,1,0,2,"Chitin synthesis regulation, resistance to Congo red"
PF00390,2,2,2,"Malic enzyme, N-terminal domain"
PF03949,2,2,2,"Malic enzyme, NAD binding domain"
PF01248,5,5,5,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family
PF10419,1,1,1,TFIIIC subunit triple barrel domain
PF00254,4,4,4,FKBP-type peptidyl-prolyl cis-trans isomerase
PF12400,1,1,1,STIMATE family
PF03398,1,1,1,Regulator of Vps4 activity in the MVB pathway
PF06419,1,1,1,Conserved oligomeric complex COG6
PF04109,1,1,1,Autophagy protein ATG9
PF00626,4,3,2,Gelsolin repeat
PF04811,3,3,3,Sec23/Sec24 trunk domain
PF04815,3,3,3,Sec23/Sec24 helical domain
PF08033,3,3,3,Sec23/Sec24 beta-sandwich domain
PF00225,10,10,10,Kinesin motor domain
PF16796,9,9,8,Microtubule binding
PF02373,7,5,5,"JmjC domain, hydroxylase"
PF00438,1,1,1,"S-adenosylmethionine synthetase, N-terminal domain"
PF02772,1,1,1,"S-adenosylmethionine synthetase, central domain"
PF02773,1,1,1,"S-adenosylmethionine synthetase, C-terminal domain"
PF04810,2,3,3,Sec23/Sec24 zinc finger
PF00828,2,3,2,"Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A"
PF00728,1,0,1,"Glycosyl hydrolase family 20, catalytic domain"
PF14845,1,0,1,beta-acetyl hexosaminidase like
PF08445,5,6,3,FR47-like protein
PF13302,4,8,4,Acetyltransferase (GNAT) domain
PF13673,6,12,14,Acetyltransferase (GNAT) domain
PF02450,1,1,1,Lecithin:cholesterol acyltransferase
PF00708,1,1,1,Acylphosphatase
PF06427,1,1,1,UDP-glucose:Glycoprotein Glucosyltransferase
PF18400,1,1,1,Thioredoxin-like domain
PF18401,1,1,1,Thioredoxin-like domain
PF18402,1,1,1,Thioredoxin-like domain
PF18403,1,1,0,Thioredoxin-like domain
PF18404,1,1,1,Glucosyltransferase 24
PF01344,4,4,3,Kelch motif
PF13854,7,10,8,Kelch motif
PF00190,2,4,5,Cupin
PF04053,1,2,2,Coatomer WD associated region
PF06957,1,1,1,Coatomer (COPI) alpha subunit C-terminus
PF01786,1,1,1,Alternative oxidase
PF04676,2,2,0,Protein similar to CwfJ C-terminus 2
PF04677,3,2,2,Protein similar to CwfJ C-terminus 1
PF07539,1,1,1,Down-regulated in metastasis
PF20416,1,1,1,Domain of unknown function (DUF6700)
PF00208,2,2,2,Glutamate/Leucine/Phenylalanine/Valine dehydrogenase
PF17135,1,1,1,Ribosomal protein 60S L18 and 50S L18e
PF00731,1,1,1,AIR carboxylase
PF02222,4,6,4,ATP-grasp domain
PF02786,8,7,7,"Carbamoyl-phosphate synthase L chain, ATP binding domain"
PF17769,1,1,1,Phosphoribosylaminoimidazole carboxylase C-terminal domain
PF01535,7,3,5,PPR repeat
PF01084,1,1,1,Ribosomal protein S18
PF00888,3,3,3,Cullin family
PF10557,3,3,3,Cullin protein neddylation domain
PF11790,6,3,5,Glycosyl hydrolase catalytic core
PF01257,1,1,1,Thioredoxin-like [2Fe-2S] ferredoxin
PF00398,1,1,1,Ribosomal RNA adenine dimethylase
PF00096,15,20,17,"Zinc finger, C2H2 type"
PF09793,1,2,1,Anticodon-binding domain
PF00393,3,2,4,"6-phosphogluconate dehydrogenase, C-terminal domain"
PF03446,10,13,12,NAD binding domain of 6-phosphogluconate dehydrogenase
PF20497,1,0,1,SWI/SNF and RSC complexes subunit Ssr4 C-terminal
PF00264,3,4,8,Common central domain of tyrosinase
PF18132,1,1,2,Tyosinase C-terminal domain
PF04212,2,1,2,MIT (microtubule interacting and transport) domain
PF08171,1,0,1,Mad3/BUB1 homology region 2
PF08311,1,1,1,Mad3/BUB1 homology region 1
PF13449,2,2,1,Esterase-like activity of phytase
PF01447,1,1,0,"Thermolysin metallopeptidase, catalytic domain"
PF02868,1,1,0,"Thermolysin metallopeptidase, alpha-helical domain"
PF00464,2,2,2,Serine hydroxymethyltransferase
PF12814,2,2,2,Meiotic cell cortex C-terminal pleckstrin homology
PF18972,1,1,1,Cns1/TTC4 Wheel domain
PF01569,7,7,4,PAP2 superfamily
PF08658,1,1,1,Rad54 N terminal
PF14378,3,0,3,PAP2 superfamily
PF01987,2,3,2,Mitochondrial biogenesis AIM24
PF04408,9,9,10,Helicase associated domain (HA2)
PF00787,10,11,8,PX domain
PF02194,3,2,3,PXA domain
PF08628,2,2,1,Sorting nexin C terminal
PF00307,5,3,4,Calponin homology (CH) domain
PF01822,5,5,8,WSC domain
PF02862,1,0,1,DDHD domain
PF00072,14,31,28,Response regulator receiver domain
PF00512,10,23,23,His Kinase A (phospho-acceptor) domain
PF00251,4,4,2,Glycosyl hydrolases family 32 N-terminal domain
PF08244,3,3,2,Glycosyl hydrolases family 32 C terminal
PF13532,7,6,7,2OG-Fe(II) oxygenase superfamily
PF12751,1,1,0,Vacuolar segregation subunit 7
PF01722,2,1,2,BolA-like protein
PF01784,2,1,2,NIF3 (NGG1p interacting factor 3)
PF00493,6,5,6,MCM P-loop domain
PF12619,1,0,1,Mini-chromosome maintenance protein 2
PF14551,6,5,6,MCM N-terminal domain
PF17207,6,5,6,MCM OB domain
PF02207,2,1,2,Putative zinc finger in N-recognin (UBR box)
PF00122,19,19,12,E1-E2 ATPase
PF00689,9,8,7,"Cation transporting ATPase, C-terminus"
PF00690,10,9,6,"Cation transporter/ATPase, N-terminus"
PF01055,5,6,9,Glycosyl hydrolases family 31
PF13246,13,11,10,Cation transport ATPase (P-type)
PF04824,2,2,2,Conserved region of Rad21 / Rec8 like protein
PF04825,2,2,2,N terminus of Rad21 / Rec8 like protein
PF01300,1,2,1,Telomere recombination
PF03481,1,1,1,"Threonylcarbamoyl-AMP synthase, C-terminal domain"
PF01243,4,6,4,Pyridoxamine 5'-phosphate oxidase
PF16242,2,2,3,Pyridoxamine 5'-phosphate oxidase like
PF04193,8,6,8,PQ loop repeat
PF05557,1,1,1,Mitotic checkpoint protein
PF01071,2,1,1,"Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain"
PF02843,2,1,0,"Phosphoribosylglycinamide synthetase, C domain"
PF02844,2,1,1,"Phosphoribosylglycinamide synthetase, N domain"
PF01757,3,4,3,Acyltransferase family
PF01191,1,1,1,"RNA polymerase Rpb5, C-terminal domain"
PF03871,1,1,1,"RNA polymerase Rpb5, N-terminal domain"
PF04072,2,1,2,Leucine carboxyl methyltransferase
PF02146,5,3,5,Sir2 family
PF13893,3,2,3,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
PF03847,1,1,1,Transcription initiation factor TFIID subunit A
PF00043,18,16,17,"Glutathione S-transferase, C-terminal domain"
PF02798,17,17,16,"Glutathione S-transferase, N-terminal domain"
PF13409,23,19,18,"Glutathione S-transferase, N-terminal domain"
PF13410,12,12,13,"Glutathione S-transferase, C-terminal domain"
PF13417,20,23,19,"Glutathione S-transferase, N-terminal domain"
PF14497,13,10,15,"Glutathione S-transferase, C-terminal domain"
PF00249,12,8,10,Myb-like DNA-binding domain
PF13921,7,6,6,Myb-like DNA-binding domain
PF00117,8,7,9,Glutamine amidotransferase class-I
PF00977,2,2,2,Histidine biosynthesis protein
PF00163,2,2,2,Ribosomal protein S4/S9 N-terminal domain
PF01479,4,4,4,S4 domain
PF06733,2,2,2,DEAD_2
PF13307,2,2,2,Helicase C-terminal domain
PF00722,12,9,8,Glycosyl hydrolases family 16
PF02602,1,0,1,Uroporphyrinogen-III synthase HemD
PF16177,4,3,3,Acetyl-coenzyme A synthetase N-terminus
PF02969,3,2,3,TATA box binding protein associated factor (TAF)
PF15511,3,2,2,Centromere kinetochore component CENP-T histone fold
PF00125,6,7,5,Core histone H2A/H2B/H3/H4
PF04117,5,4,5,Mpv17 / PMP22 family
PF09810,1,0,1,Exonuclease V - a 5' deoxyribonuclease
PF03901,2,4,2,Alg9-like mannosyltransferase family
PF04410,2,2,2,Gar1/Naf1 RNA binding region
PF06424,1,1,1,"PRP1 splicing factor, N-terminal"
PF00349,4,5,4,Hexokinase
PF03727,4,5,4,Hexokinase
PF01896,1,0,1,DNA primase small subunit
PF00366,2,3,2,Ribosomal protein S17
PF00982,3,5,4,Glycosyltransferase family 20
PF08553,1,1,1,VID27 C-terminal WD40-like domain
PF13646,9,9,5,HEAT repeats
PF17747,1,1,1,VID27 PH-like domain
PF17748,1,1,1,VID27 N-terminal region
PF00324,26,50,29,Amino acid permease
PF13520,26,53,40,Amino acid permease
PF00026,8,16,10,Eukaryotic aspartyl protease
PF14543,2,2,4,Xylanase inhibitor N-terminal
PF00298,2,2,2,"Ribosomal protein L11, RNA binding domain"
PF03946,2,2,2,"Ribosomal protein L11, N-terminal domain"
PF07264,2,2,1,Etoposide-induced protein 2.4 (EI24)
PF00682,3,4,3,HMGL-like
PF02269,2,2,2,"Transcription initiation factor IID, 18kD subunit"
PF00590,2,2,2,Tetrapyrrole (Corrin/Porphyrin) Methylases
PF17855,5,5,6,MCM AAA-lid domain
PF02970,1,1,1,Tubulin binding cofactor A
PF05615,1,1,1,Tho complex subunit 7
PF06881,1,1,1,RNA polymerase II transcription factor SIII (Elongin) subunit A
PF04597,1,1,1,Ribophorin I
PF04227,1,1,1,Indigoidine synthase A like protein
PF03188,2,4,3,Eukaryotic cytochrome b561
PF00743,1,6,3,Flavin-binding monooxygenase-like
PF01280,1,1,1,Ribosomal protein L19e
PF01336,6,6,3,OB-fold nucleic acid binding domain
PF04057,1,1,1,"Replication factor-A protein 1, N-terminal domain"
PF08646,1,0,1,Replication factor-A C terminal domain
PF16900,1,1,1,Replication protein A OB domain
PF01738,6,11,8,Dienelactone hydrolase family
PF16922,1,0,1,DNA replication complex GINS protein SLD5 C-terminus
PF00581,7,5,11,Rhodanese-like domain
PF04931,1,1,1,DNA polymerase phi
PF08511,1,1,1,COQ9
PF19189,1,1,1,Mtf2 family
PF13805,2,2,2,Eisosome component PIL1
PF02666,4,3,6,Phosphatidylserine decarboxylase
PF12588,1,1,2,Phophatidylserine decarboxylase
PF00899,8,4,8,ThiF family
PF16420,1,1,1,Ubiquitin-like modifier-activating enzyme ATG7 N-terminus
PF08318,1,1,1,COG4 transport protein
PF05653,5,3,3,Magnesium transporter NIPA
PF01544,8,10,6,CorA-like Mg2+ transporter protein
PF07052,1,0,1,Hepatocellular carcinoma-associated antigen 59
PF04506,1,1,1,Rft protein
PF01728,3,4,2,FtsJ-like methyltransferase
PF04756,1,1,1,"OST3 / OST6 family, transporter family"
PF08534,4,4,6,Redoxin
PF00447,2,2,3,HSF-type DNA-binding
PF00483,3,3,2,Nucleotidyl transferase
PF02020,2,2,2,eIF4-gamma/eIF5/eIF2-epsilon
PF10346,1,0,2,Conidiation protein 6
PF00145,2,2,3,C-5 cytosine-specific DNA methylase
PF00152,5,9,7,"tRNA synthetases class II (D, K and N)"
PF00627,6,6,6,UBA/TS-N domain
PF02148,3,3,3,Zn-finger in ubiquitin-hydrolases and other protein
PF17807,1,1,1,Variant UBP zinc finger
PF01592,1,1,1,NifU-like N terminal domain
PF08783,1,1,1,DWNN domain
PF13696,1,1,1,Zinc knuckle
PF01968,1,1,1,Hydantoinase/oxoprolinase
PF02538,1,1,1,Hydantoinase B/oxoprolinase
PF05378,1,2,2,Hydantoinase/oxoprolinase N-terminal region
PF19278,1,1,1,Hydantoinase/oxoprolinase C-terminal domain
PF03061,5,12,5,Thioesterase superfamily
PF09402,1,1,1,Man1-Src1p-C-terminal domain
PF12949,1,1,1,HeH/LEM domain
PF17390,2,4,2,Bacterial alpha-L-rhamnosidase C-terminal domain
PF00935,1,1,1,Ribosomal protein L44
PF08592,7,4,3,Anthrone oxygenase
PF02229,1,1,1,Transcriptional Coactivator p15 (PC4)
PF01590,2,3,2,GAF domain
PF13185,1,1,1,GAF domain
PF01593,8,11,8,Flavin containing amine oxidoreductase
PF03151,3,3,5,Triose-phosphate Transporter family
PF18055,1,1,1,26S proteasome regulatory subunit RPN6 N-terminal domain
PF18503,1,1,1,26S proteasome subunit RPN6 C-terminal helix domain
PF04158,1,1,1,Sof1-like domain
PF06011,4,4,4,Transient receptor potential (TRP) ion channel
PF14558,4,4,4,ML-like domain
PF01843,2,2,2,DIL domain
PF03561,1,1,1,Allantoicase repeat
PF16589,5,3,3,"BRCT domain, a BRCA1 C-terminus domain"
PF16727,1,1,1,DNA repair protein REV1 C-terminal domain
PF17800,1,1,1,Nucleoplasmin-like domain
PF02100,1,0,1,Ornithine decarboxylase antizyme
PF03022,1,4,4,Major royal jelly protein
PF00487,4,4,5,Fatty acid desaturase
PF00752,4,4,4,XPG N-terminal domain
PF00867,4,4,4,XPG I-region
PF00441,11,18,12,"Acyl-CoA dehydrogenase, C-terminal domain"
PF02770,12,21,12,"Acyl-CoA dehydrogenase, middle domain"
PF02771,10,16,12,"Acyl-CoA dehydrogenase, N-terminal domain"
PF08028,10,13,9,"Acyl-CoA dehydrogenase, C-terminal domain"
PF08641,1,1,1,Kinetochore protein Mis14 like
PF00616,2,3,2,GTPase-activator protein for Ras-like GTPase
PF03836,2,2,2,RasGAP C-terminus
PF20237,5,5,3,Family of unknown function (DUF6594)
PF01909,3,2,2,Nucleotidyltransferase domain
PF02358,2,2,3,Trehalose-phosphatase
PF01144,1,1,2,Coenzyme A transferase
PF02985,5,7,7,HEAT repeat
PF11916,1,1,1,Vacuolar protein 14 C-terminal Fig4p binding
PF12755,1,2,1,Vacuolar 14 Fab1-binding region
PF04042,3,2,3,DNA polymerase alpha/epsilon subunit B
PF10516,1,0,1,SHNi-TPR
PF01145,2,3,4,SPFH domain / Band 7 family
PF03069,1,1,0,Acetamidase/Formamidase family
PF00557,9,4,8,Metallopeptidase family M24
PF00628,7,9,8,PHD-finger
PF11913,4,2,4,Protein of unknown function (DUF3431)
PF04935,1,1,1,Surfeit locus protein 6
PF15459,1,1,1,60S ribosome biogenesis protein Rrp14
PF00037,2,4,2,4Fe-4S binding domain
PF12838,1,2,1,4Fe-4S dicluster domain
PF13187,1,2,1,4Fe-4S dicluster domain
PF13237,2,3,1,4Fe-4S dicluster domain
PF05719,1,1,1,Golgi phosphoprotein 3 (GPP34)
PF04855,2,2,2,SNF5 / SMARCB1 / INI1
PF02847,2,1,2,MA3 domain
PF02852,3,7,3,"Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain"
PF02290,1,0,1,Signal recognition particle 14kD protein
PF08883,1,1,1,"Dopa 4,5-dioxygenase family"
PF00169,12,11,12,PH domain
PF02893,2,1,1,GRAM domain
PF03033,2,6,3,Glycosyltransferase family 28 N-terminal domain
PF00684,4,4,4,DnaJ central domain
PF01556,5,5,5,DnaJ C terminal domain
PF08375,1,1,1,Proteasome regulatory subunit C-terminal
PF00348,3,4,4,Polyprenyl synthetase
PF11712,1,1,1,Endoplasmic reticulum-based factor for assembly of V-ATPase
PF00989,4,10,9,PAS fold
PF08447,5,9,6,PAS fold
PF08448,3,4,4,PAS fold
PF13188,2,5,1,PAS domain
PF13426,6,10,8,PAS domain
PF03062,4,2,3,"MBOAT, membrane-bound O-acyltransferase family"
PF00623,3,3,3,"RNA polymerase Rpb1, domain 2"
PF04983,3,3,3,"RNA polymerase Rpb1, domain 3"
PF04997,3,3,3,"RNA polymerase Rpb1, domain 1"
PF04998,4,3,4,"RNA polymerase Rpb1, domain 5"
PF05000,3,3,2,"RNA polymerase Rpb1, domain 4"
PF06544,1,1,2,Protein of unknown function (DUF1115)
PF08572,1,1,1,pre-mRNA processing factor 3 (PRP3)
PF06777,1,1,1,Helical and beta-bridge domain
PF10018,1,1,1,Vitamin-D-receptor interacting Mediator subunit 4
PF02990,2,1,2,Endomembrane protein 70
PF02567,1,3,1,Phenazine biosynthesis-like protein
PF10291,1,1,1,Muniscin C-terminal mu homology domain
PF00211,1,2,1,Adenylate and Guanylate cyclase catalytic domain
PF00481,3,4,5,Protein phosphatase 2C
PF02464,1,2,1,Competence-damaged protein
PF03473,3,6,4,MOSC domain
PF03476,4,5,3,MOSC N-terminal beta barrel domain
PF03372,5,5,6,Endonuclease/Exonuclease/phosphatase family
PF09282,1,1,1,Mago binding
PF02617,1,0,1,ATP-dependent Clp protease adaptor protein ClpS
PF18995,1,1,1,Proteolysis_6 C-terminal
PF12680,5,3,1,SnoaL-like domain
PF10241,1,0,1,Uncharacterized conserved protein
PF02933,2,2,2,"Cell division protein 48 (CDC48), domain 2"
PF13515,3,3,3,Fusaric acid resistance protein-like
PF00579,4,3,3,tRNA synthetases class I (W and Y)
PF13401,3,9,3,AAA domain
PF12074,1,1,1,Generalcontrol nonderepressible 1 (Gcn1) N-terminal
PF10274,1,0,1,Parkin co-regulated protein
PF03031,5,5,4,NLI interacting factor-like phosphatase
PF12738,5,3,5,twin BRCT domain
PF11719,1,1,0,DNA replication and checkpoint protein
PF10075,2,2,2,CSN8/PSMD8/EIF3K family
PF03226,2,1,2,"Yippee zinc-binding/DNA-binding /Mis18, centromere assembly"
PF10417,4,1,1,C-terminal domain of 1-Cys peroxiredoxin
PF00488,6,6,5,MutS domain V
PF01624,4,4,4,MutS domain I
PF05188,4,4,4,MutS domain II
PF05190,4,3,4,MutS family domain IV
PF05192,6,6,5,MutS domain III
PF04616,3,7,11,Glycosyl hydrolases family 43
PF00909,3,4,3,Ammonium Transporter Family
PF00595,2,2,0,PDZ domain
PF12812,1,1,1,PDZ-like domain
PF13365,1,3,1,Trypsin-like peptidase domain
PF17820,2,1,0,PDZ domain
PF18142,2,4,3,SMODS and SLOG-associating 2TM effector domain
PF02809,2,1,3,Ubiquitin interaction motif
PF02036,1,1,1,SCP-2 sterol transfer family
PF14864,1,1,1,Alkyl sulfatase C-terminal
PF06472,1,2,2,ABC transporter transmembrane region 2
PF01036,3,2,3,Bacteriorhodopsin-like protein
PF00970,4,6,7,Oxidoreductase FAD-binding domain
PF01704,2,2,2,UTP--glucose-1-phosphate uridylyltransferase
PF08423,3,3,3,Rad51
PF02746,2,3,3,"Mandelate racemase / muconate lactonizing enzyme, N-terminal domain"
PF13378,2,4,4,Enolase C-terminal domain-like
PF12923,1,1,1,Ribosomal RNA-processing protein 7 (RRP7) C-terminal domain
PF17799,1,1,1,Rrp7 RRM-like N-terminal domain
PF08216,1,1,1,"Catenin-beta-like, Arm-motif containing nuclear"
PF00240,4,8,7,Ubiquitin family
PF10302,2,0,2,"DSC E3 ubiquitin ligase complex subunit 3, ubiquitin-like domain"
PF11976,3,5,5,Ubiquitin-2 like Rad60 SUMO-like
PF10224,1,0,1,Short coiled-coil protein
PF00675,5,4,5,Insulinase (Peptidase family M16)
PF05193,6,6,6,Peptidase M16 inactive domain
PF05328,1,1,1,"CybS, succinate dehydrogenase cytochrome B small subunit"
PF04990,1,1,1,"RNA polymerase Rpb1, domain 7"
PF04992,1,1,1,"RNA polymerase Rpb1, domain 6"
PF04446,1,0,1,tRNAHis guanylyltransferase
PF14413,1,0,0,Thg1 C terminal domain
PF04571,1,1,1,"lipin, N-terminal conserved region"
PF08235,1,1,1,LNS2 (Lipin/Ned1/Smp2)
PF09347,2,2,2,Domain of unknown function (DUF1989)
PF16863,2,2,5,"N-terminal barrel of NtMGAM and CtMGAM, maltase-glucoamylase"
PF13738,15,30,8,Pyridine nucleotide-disulphide oxidoreductase
PF15508,1,0,0,beta subunit of N-acylethanolamine-hydrolyzing acid amidase
PF01773,1,1,1,Na+ dependent nucleoside transporter N-terminus
PF07662,1,1,1,Na+ dependent nucleoside transporter C-terminus
PF04366,2,2,2,Las17-binding protein actin regulator
PF13640,3,5,3,2OG-Fe(II) oxygenase superfamily
PF00615,12,5,5,Regulator of G protein signaling domain
PF00638,3,3,3,RanBP1 domain
PF03179,1,1,1,Vacuolar (H+)-ATPase G subunit
PF15786,1,0,1,"PET assembly of cytochrome c oxidase, mitochondrial"
PF02582,3,2,3,"RMND1/Sif2-Sif3/Mrx10, DUF155"
PF11443,1,1,0,Domain of unknown function (DUF2828)
PF02913,4,4,4,"FAD linked oxidases, C-terminal domain"
PF07350,1,1,1,Protein of unknown function (DUF1479)
PF00232,1,2,3,Glycosyl hydrolase family 1
PF03171,6,16,7,2OG-Fe(II) oxygenase superfamily
PF14226,4,16,7,non-haem dioxygenase in morphine synthesis N-terminal
PF06911,1,1,1,Senescence domain
PF06687,5,4,4,SUR7/PalI family
PF16076,3,2,2,Acyltransferase C-terminus
PF00085,10,8,9,Thioredoxin
PF00931,5,22,1,NB-ARC domain
PF13424,12,24,5,Tetratricopeptide repeat
PF04045,1,1,1,"Arp2/3 complex, 34 kD subunit p34-Arc"
PF04003,2,3,3,Dip2/Utp12 Family
PF03943,1,1,1,TAP C-terminal domain
PF14555,4,3,4,UBA-like domain
PF03874,2,1,2,RNA polymerase Rpb4
PF00412,3,5,3,LIM domain
PF00620,9,7,8,RhoGAP domain
PF12697,24,61,37,Alpha/beta hydrolase family
PF03908,1,1,1,Sec20
PF10780,1,0,1,39S ribosomal protein L53/MRP-L53
PF00719,1,1,1,Inorganic pyrophosphatase
PF00561,11,28,14,alpha/beta hydrolase fold
PF08386,1,4,2,TAP-like protein
PF08238,6,5,5,Sel1 repeat
PF03142,4,5,5,Chitin synthase
PF13632,14,11,9,Glycosyl transferase family group 2
PF02109,1,0,1,DAD family
PF03647,1,1,1,Transmembrane proteins 14C
PF14474,1,1,1,RTC4-like domain
PF01137,2,1,2,RNA 3'-terminal phosphate cyclase
PF05189,1,1,1,"RNA 3'-terminal phosphate cyclase (RTC), insert domain"
PF12460,1,1,1,RNAPII transcription regulator C-terminal
PF14500,1,1,0,Dos2-interacting transcription regulator of RNA-Pol-II
PF00763,2,2,2,"Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain"
PF00462,5,3,5,Glutaredoxin
PF01956,1,1,1,Integral membrane protein EMC3/TMCO1-like
PF06703,1,1,1,Microsomal signal peptidase 25 kDa subunit (SPC25)
PF00705,1,1,1,"Proliferating cell nuclear antigen, N-terminal domain"
PF02747,1,1,1,"Proliferating cell nuclear antigen, C-terminal domain"
PF04139,2,1,2,Rad9
PF07019,1,1,1,EMC6
PF08543,2,1,1,Phosphomethylpyrimidine kinase
PF15458,1,0,1,Nineteen complex-related protein 2
PF01636,13,17,5,Phosphotransferase enzyme family
PF16641,1,1,1,CLIP1 zinc knuckle
PF00326,4,4,5,Prolyl oligopeptidase family
PF06964,2,2,4,Alpha-L-arabinofuranosidase C-terminal domain
PF10329,1,1,1,Region of unknown function (DUF2417)
PF04900,2,2,2,Fcf1
PF05277,2,1,2,Protein of unknown function (DUF726)
PF02889,4,4,4,Sec63 Brl domain
PF18149,1,1,1,N-terminal helicase PWI domain
PF04145,4,1,1,Ctr copper transporter family
PF06052,1,1,1,3-hydroxyanthranilic acid dioxygenase
PF07034,1,0,1,Origin recognition complex (ORC) subunit 3 N-terminus
PF18137,1,1,0,Origin recognition complex winged helix C-terminal
PF01585,4,7,6,G-patch domain
PF13821,2,2,2,Domain of unknown function (DUF4187)
